Key,russian
toolBellowsSchematicDesc,"Позволяет изучить новый рецепт. Если уже изучено, дает опыт при использовании."
toolForgeCrucible,"Тигель"
toolForgeCrucibleDesc,"Требуется для изготовления [decea3]Горна (уровень 2)[-], который позволит обрабатывать серебро, золото, сталь и титан."
toolForgeCrucibleSchematic,"Тигель"
tooltipInteract,"[73E9B2][{0}][-] Использовать {1}"
tooltipJammed,"[73E9B2][{0}][-] Использовать {1}\n[808080](Заклинило)[-]"
tooltipLocked,"[73E9B2][{0}][-] Использовать {1}\n[808080](Закрыт)[-]"
tooltipUnlocked,"[73E9B2][{0}][-] Использовать {1}\n[808080](Открыт)[-]"
trader_elena,"Елена"
treasure,"Тайник"
tripwirepostBlueprint,"Растяжка"
tripwirepostBlueprintDesc,"Позволяет изучить новый рецепт. Если уже изучено, дает опыт при использовании."
tt_belongs_to_other_player,"Это принадлежит кому-то другому"
tt_container_is_full,"Он заполнен, вы не можете добавить больше."
tt_empty_before_pickup,"Перед тем как поднять его, он должен быть пустым."
tt_no_compatible_items,"У меня в руке нет ничего совместимого, чтобы с ним взаимодействовать."
tt_not_enough_substance,"Этого недостаточно, чтобы заполнить этот предмет."
tutorialTipQuest02,"Статус активной миссии отображается на трекере целей в правом верхнем углу экрана.\n\nДля получения дополнительной информации о миссиях зайдите в инвентарь и перейдите в меню [decea3]Миссии[-]."
tutorialTipQuest02_title,"Отслеживание миссии"
twitchBounty,"Награда"
type1hAxes,"Одноручный топор"
type1hBlades,"Одноручный клинок"
type1hBlunt,"Одноручная дубинка"
type1hKnives,"Одноручный нож"
type2hAxes,"Двуручный топор"
