Key,russian
perkDeadEye3,"Охотничьи и снайперские винтовки имеют на [decea3]15%[-] больше урона и лучше прицеливаются, а также перезаряжаются на [decea3]12%[-] быстрее. Прицеливание расходует на [decea3]10%[-] меньше выносливости, серии убийств дают до [decea3]30%[-] дополнительного урона"
perkDeadEye4,"Охотничьи и снайперские винтовки имеют на [decea3]20%[-] больше урона и лучше прицеливаются, а также перезаряжаются на [decea3]16%[-] быстрее. Прицеливание расходует на [decea3]20%[-] меньше выносливости, серии убийств дают до [decea3]40%[-] дополнительного урона."
perkDeadEye5,"Охотничьи и снайперские винтовки имеют на [decea3]25%[-] больше урона и лучше прицеливаются, а также перезаряжаются на [decea3]20%[-] быстрее. Прицеливание расходует на [decea3]30%[-] меньше выносливости, серии убийств дают до [decea3]50%[-] дополнительного урона."
perkDeepCuts1,"Клинки наносят на [decea3]5%[-] больше урона и могут нанести врагу до [decea3]3[-] кровоточащих ран, силовые атаки наносят [decea3]2[-]. Каждая атака восстанавливает длительность кровотечения. Истекающие кровью враги бегают на [decea3]10%[-] медленнее."
perkDeepCuts2,"Клинки наносят на [decea3]10%[-] больше урона и могут нанести врагу до [decea3]4[-] кровоточащих ран, силовые атаки наносят [decea3]3[-]"
perkDeepCuts3,"Клинки наносят на [decea3]15%[-] больше урона и могут нанести врагу до [decea3]5[-] кровоточащих ран, силовые атаки наносят [decea3]4[-]. Скользящие удары имеют [decea3]40%[-] шанс нанести [decea3]1[-] кровоточащую рану. Истекающие кровью враги бегают на [decea3]15%[-] медленнее."
perkDeepCuts4,"Клинки наносят на [decea3]20%[-] больше урона и могут нанести врагу до [decea3]6[-] кровоточащих ран, силовые атаки наносят [decea3]4[-]. Скользящие удары имеют [decea3]70%[-] шанс нанести [decea3]1[-] кровоточащую рану."
perkDeepCuts5,"Клинки наносят на [decea3]25%[-] больше урона и могут нанести врагу до [decea3]7[-] кровоточащих ран, силовые атаки наносят [decea3]5[-]. Все скользящие удары наносят [decea3]1[-] кровоточащую рану. Истекающие кровью враги бегают на [decea3]20%[-] медленнее."
perkDemolitionsExpert1,"Гранатомет и взрывные устройства наносят на [decea3]5%[-] больше урона, имеют [decea3]5%[-] лучшее прицеливание, [decea3]5%[-] больший шанс расчленения и перезаряжаются [decea3]5%[-] быстрее."
perkDemolitionsExpert2,"Гранатомет и взрывные устройства наносят на [decea3]5%[-] больше урона, имеют [decea3]5%[-] лучшее прицеливание, [decea3]5%[-] больший шанс расчленения и перезаряжаются [decea3]5%[-] быстрее."
perkDemolitionsExpert3,"Гранатомет и взрывные устройства наносят на [decea3]5%[-] больше урона, имеют [decea3]5%[-] лучшее прицеливание, [decea3]5%[-] больший шанс расчленения и перезаряжаются [decea3]5%[-] быстрее."
perkDemolitionsExpert4,"Гранатомет и взрывные устройства наносят на [decea3]5%[-] больше урона, имеют [decea3]5%[-] лучшее прицеливание, [decea3]5%[-] больший шанс расчленения и перезаряжаются [decea3]5%[-] быстрее."
perkDemolitionsExpert5,"Гранатомет и взрывные устройства наносят на [decea3]5%[-] больше урона, имеют [decea3]5%[-] лучшее прицеливание, [decea3]5%[-] больший шанс расчленения и перезаряжаются [decea3]5%[-] быстрее."
perkElectrocutioner1,"Шоковые дубинки наносят на [decea3]10%[-] больше урона и оглушают на [decea3]20%[-] дольше"
perkElectrocutioner2,"Шоковые дубинки наносят на [decea3]20%[-] больше урона и оглушают на [decea3]40%[-] дольше"
perkElectrocutioner3,"Шоковые дубинки наносят на [decea3]30%[-] больше урона и оглушают на [decea3]60%[-] дольше"
perkElectrocutioner4,"Шоковые дубинки наносят на [decea3]40%[-] больше урона и оглушают на [decea3]80%[-] дольше"
perkElectrocutioner5,"Шоковые дубинки наносят на [decea3]50%[-] больше урона и оглушают на [decea3]100%[-] дольше"
perkFiremansAlmanacCompleteDesc,"Спринт дольше и [decea3]+50[-] грузоподъемность в сгоревшем биоме"
perkFiremansAlmanacCompleteLongDesc,"Спринт дольше и [decea3]+50[-] грузоподъемность в сгоревшем биоме"
