Key,English
ulmBackpackMilitary1,"Military Backpack (Green)"
ulmBackpackMilitary1Desc,"Decently spacious Military Backpack."
ulmBackpackMilitary2,"Military Backpack (Black)"
ulmBackpackMilitary2Desc,"Decently spacious Military Backpack."
ulmBackpackMilitary3,"Military Backpack (Desert)"
ulmBackpackMilitary3Desc,"Decently spacious Military Backpack."
ulmBackpackMilitary4,"Military Backpack (Urban)"
ulmBackpackMilitary4Desc,"Decently spacious Military Backpack."
ulmBackpackMiner,"Miner Backpack"
ulmBackpackPrimitive,"Primitive Backpack"
ulmBackpackScavenger,"Scavenger Backpack"
ulmBackpackScavengerDesc,"It's bigger on the outside."
ulmArmorEnforcerBelt,"Enforcer Belt"
ulmArmorEnforcerBeltDesc,"Sturdy Enforcer Belt made out of leather. Increases cargo capacity of the wearer."
ulmArmorFannyPackBelt,"Fanny Pack Belt"
ulmArmorFannyPackBeltDesc,"Very Spacious Fanny Pack Belt."
ulmArmorHideBelt,"Hide Belt"
ulmArmorHideBeltDesc,"Simple hide belt with a round buckle ring."
ulmArmorLeatherBeltBlack,"Black Leather Belt"
ulmArmorLeatherBeltBlackDesc,"Simple leather belt with reinforced strap tail."
ulmArmorLeatherBeltWorn,"Worn Leather Belt"
ulmArmorLeatherBeltWornDesc,"It has seen better days, but still holding itself together quite well and probably will hold your pants up too."
ulmArmorLeatherBeltStitched,"Stitched Leather Belt"
ulmArmorLeatherBeltStitchedDesc,"Leather belt with stitching. It appears to be quite sturdy."
ulmArmorLeatherBeltStitchedBlack,"Stitched Black Leather Belt"
ulmArmorLeatherBeltStitchedBlackDesc,"Simple leather belt with reinforced strap tail and stitching. Looks quite durable."
ulmArmorMechanicsBelt,"Mechanics Belt"
ulmArmorMechanicsBeltDesc,"Simple belt with a couple of pouches for tools. Increases Salvaging Efficiency."
ulmArmorMilitaryBelt,"Military Belt"
ulmArmorMilitaryBeltDesc,"Sturdy military grade belt with a handful of pouches and a pistol holster for military equipment. Improves Ranged Weapon Reload Speed."
ulmEyewearAssassinGoggles,"Scavenger Goggles"
ulmEyewearAviatorSunglasses,"Aviator Sunglasses"
ulmEyewearAviatorSunglassesDesc,"Initially designed for pilots to protect their eyes while flying. Their unique design, featuring large, teardrop-shaped lenses, ensures that the eyes are covered from every angle, providing optimal protection against sunlight."
ulmEyewearCommandoGlasses,"Sleek Glasses"
ulmEyewearEnforcerGlasses,"Stylish Shades"
ulmEyewearLumberjackGoggles,"Aviator Goggles"
ulmEyewearNerdGlasses,"Nerdy Glasses"
ulmEyewearPreacherGlasses,"Preacher Glasses"
ulmEyewearScavengerGoggles,"Biker Shades"
ulmFacewearRespiratorMask,"Respirator"
ulmFacewearRespiratorMaskDesc,"Light weight Respirator Mask, that provides the user with basic protection against most air born pollutants. Filters don't last that long."
ulmFacewearGP5GasMaskGrey,"GP5 Gas Mask (Grey)"
ulmFacewearGP5GasMaskGreyDesc,"Full Face Gas Mask, doesn't offer much in terms of physical protection, but will protect the wearer from airborne particle pollutants."
ulmFacewearGP5GasMaskBlack,"GP5 Gas Mask (Black)"
ulmFacewearGP5GasMaskBlackDesc,"Full Face Gas Mask, doesn't offer much in terms of physical protection, but will protect the wearer from airborne particle pollutants."
ulmFacewearFFLGasMask,"FFL Gas Mask"
ulmFacewearFFLGasMaskDesc,"Full Face Leather Gas Mask, fitting your face with a tight seal and protecting you from air born particles and pollutants."
ulmFacewearFFVGasMask,"FFV Respirator"
ulmFacewearFFVGasMaskDesc,"Bulky Full Face Visor Respirator, that fits your face with a very tight seal, protecting all of your face and allows you to breath with high quality air born particle and pollutant filtration system."
ulmFacewearM42WardenGasMask,"M-42 Warden Mask"
ulmFacewearM42WardenGasMaskDesc,"Infamous for its intimidating visage and rugged reliability. Though most units are now rusted relics, scavengers still prize them for their durable filters and the fear they inspire in those who cross their path."
ulmFacewearX90PredatorGasMask,"X-90 Predator Mask"
ulmFacewearX90PredatorGasMaskDesc,"Outfitted with advanced optics and reinforced plating, turning its wearers into faceless enforcers of the old world regime. Though production never reached mass deployment, the few surviving units are feared for their eerie green gaze and the brutal reputation of those who once wore them."
ulmFacewearCigar,"Cigar"
ulmFacewearCigarDesc,"Makes you look more intimidating - get a better deal from traders and increases strength."
ulmDrinkBeer,"Beer"
ulmDrinkBeerDesc,"[decea3]300%[-] Fist Melee Damage\n[decea3]50%[-] Stamina Gain\nStun immunity."
ulmDrinkCurePoison,"Poison Antidote"
ulmDrinkCurePoisonDesc,"Slowly cures Poison and slightly reduces its effects."
ulmDrinkPlasticBottleBeer,"Beer"
ulmDrinkPlasticBottleBeerDesc,"[decea3]300%[-] Fist Melee Damage\n[decea3]50%[-] Stamina Gain\nStun immunity."
ulmDrinkPlasticBottleCoffee,"Coffee"
ulmDrinkPlasticBottleCoffeeDesc,"Coffee keeps your stamina up and helps you stay warm for a limited time."
ulmDrinkPlasticBottleEmpty,"Empty Bottle"
ulmDrinkPlasticBottleEmptyDesc,"Can be used to transport water.\n[decea3]You cannot gather water from rivers, lakes or swimming pools, it's too toxic to be used for anything.[-]"
ulmDrinkPlasticBottleGoldenRodTea,"Goldenrod Tea"
ulmDrinkPlasticBottleGoldenRodTeaDesc,"Greatly speeds up recovering from dysentery"
ulmDrinkPlasticBottleGrainAlcohol,"Grain Alcohol"
ulmDrinkPlasticBottleGrainAlcoholDesc,"Useful for crafting drugs, brewing and cooking"
ulmDrinkPlasticBottleHoney,"Honey"
ulmDrinkPlasticBottleHoneyDesc,"Honey is one of mother nature's miracles. It gives you some energy, tastes great, and can help fight off early stages of infection and pneumonia.\n(Not an instant cure)"
ulmDrinkPlasticBottleMineralWater,"Mineral Water"
ulmDrinkPlasticBottleMineralWaterDesc,"Pure Mineral Water is good for your digestion and hydrates you for quite a bit. Exertion will not make you hungry and thirsty as quickly."
ulmDrinkPlasticBottleRedTea,"Red Tea"
ulmDrinkPlasticBottleRedTeaDesc,"An ancient Chinese secret, red tea is known for being an antioxidant, providing excellent rehydration and reducing food drain so that exertion does not make you hungry and thirsty as quickly."
ulmDrinkPlasticBottleRiverWater,"Murky Water"
ulmDrinkPlasticBottleRiverWaterDesc,"Not recommended for consumption without purifying."
ulmDrinkPlasticBottleBoiledWater,"Fresh Water"
ulmDrinkPlasticBottleBoiledWaterDesc,"Will keep you hydrated for a while."
ulmDrinkPlasticBottleYuccaJuice,"Yucca Juice"
ulmDrinkPlasticBottleYuccaJuiceDesc,"Yucca juice provides excellent hydration."
ulmDrugInhaler,"Inhaler"
ulmDrugInhalerDesc,"Helps curing Lung Infection by some amount."
ulmDrugRegretex,"Regretex"
ulmDrugRegretexDesc,"Grants a passive skill refund point."
ulmGunKineticAssaultRifleAKM12,"LCR-12"
ulmGunKineticAssaultRifleAKM12Desc,"To comply with the military standards of the time, this combat rifle went through several revisions until it was finally approved for mass production."
ulmGunKineticAssaultRifleAug1,"UAR-1"
ulmGunKineticAssaultRifleAug1Desc,"With relatively small profile, this close quarters universal automatic rifle proved its usefulness over the years, however the design shows its age."
ulmGunKineticAssaultRifleFamas1,"FAR-1"
ulmGunKineticAssaultRifleFamas1Desc,"It's short barrel makes it very useful in close quarter combat, however it uses smaller rounds than traditional assault rifles."
ulmGunKineticAssaultRifleM4,"MR4"
ulmGunKineticAssaultRifleM4Desc,"MR4 is the latest model Assault Rifle used by the military. It's design has been proven to be easy to maintain and operate and offers high level of customization with the included mounting points for various attachment."
ulmGunKineticAdjudicator,"Adjudicator"
ulmGunKineticAdjudicatorDesc,"Designed with high reliability and durability at the cost of increased weight."
ulmGunKineticMicroSmg,"Micro SMG"
ulmGunKineticMicroSmgDesc,"Small and very compact Micro SMG close in size to a pistol, but capable of spraying your enemies with bullets at a high rate of fire."
ulmGunKineticMinigun,"Minigun"
ulmGunKineticMinigunDesc,"Be careful how long you hold the trigger, it loves to consume a lot of ammo."
ulmGunKineticPistolColt,"Cobra"
ulmGunKineticPistolColtDesc,"Reliable semi-automatic high caliber classic weapon."
ulmGunKineticPistolDesertEagle,"Desert Mantis"
ulmGunKineticPistolDesertEagleDesc,"If you want a semi-automatic self-loading handgun with the largest caliber, then this gun is for you."
ulmGunKineticPistolCondor,"Condor"
ulmGunKineticPistolCondorDesc,"High caliber semi-automatic polymer frame pistol."
ulmGunKineticPistolGlock,"Golconda"
ulmGunKineticPistolGlockDesc,"Reliable semi-automatic polymer frame pistol with high capacity clip."
ulmGunKineticPistolMakarov,"Mongrel"
ulmGunKineticPistolMakarovDesc,"Compact and light low caliber pistol. Good self-defense starter weapon."
ulmGunKineticPistolFalcon,"Falcon"
ulmGunKineticPistolFalconDesc,"Developed as mid range caliber pistol with balanced recoil and handling in mind."
ulmGunKineticPistolScrap1,"9mm Scrap Pistol"
ulmGunKineticPistolScrap1Desc,"Assembled from random parts of junk, surprisingly it doesn't explode on use."
ulmGunKineticPistolScrap2,"10mm Scrap Pistol"
ulmGunKineticPistolScrap2Desc,"It's sturdier than it looks even though it's made from a bunch of metal scraps."
ulmGunKineticR90,"R-90"
ulmGunKineticR90Desc,"Small and very compact submachine gun with a unique an spacious magazine."
ulmGunKineticRevolverBugert9mm,"Badger-9"
ulmGunKineticRevolverBugert9mmDesc,"Very compact 9mm caliber revolver. Ideal weapon for concealed carry."
ulmGunKineticRevolverBugert38Cal,"Badger-44"
ulmGunKineticRevolverBugert38CalDesc,"Very compact .44 Cal revolver. Ideal weapon for concealed carry."
ulmGunKineticRocketLauncherAT4,"ATRL-1 Stinger"
ulmGunKineticRocketLauncherAT4Desc,"Standard military grade portable unguided Rocket Launcher"
ulmGunKineticRocketLauncherM202,"INCL-4 Hellfire"
ulmGunKineticRocketLauncherM202Desc,"Portable unguided military grade Rocket Launcher featuring 4 tubes for rapid discharge."
ulmGunKineticSMGCricket,"Cricket"
ulmGunKineticSMGCricketDesc,"Despite its size, this little submachine gun can pack a decent punch."
ulmGunKineticSMGMP5,"SMP-5"
ulmGunKineticSMGMP5Desc,"Small, affordable and compact Light Submachine Gun."
ulmGunKineticShotgunDoubleBarrel,"Long Double Barrel"
ulmGunKineticShotgunDoubleBarrelDesc,"Despite its looks, it's quite durable and packs a punch."
ulmGunKineticShotgunPumpBM4,"Vindicator"
ulmGunKineticShotgunPumpBM4Desc,"Military grade advanced alloy shotgun with high durability rating."
ulmGunKineticShotgunEnforcer,"Enforcer"
ulmGunKineticShotgunEnforcerDesc,"Long-barrel shotgun with pump action loading"
ulmGunKineticShotgunPeacekeeper,"Peacekeeper"
ulmGunKineticShotgunPeacekeeperDesc,"An instrument of upholding justice and peace by sheer firepower."
ulmGunKineticShotgunScrap,"Scrap Shotgun"
ulmGunKineticShotgunScrapDesc,"Barely holds itself together and even though it supports regular shotgun ammunition, effectiveness is reduced."
ulmGunKineticShotgunSpas,"SPS-12"
ulmGunKineticShotgunSpasDesc,"Combat shotgun designed for military use with adjustable stock."
ulmGunKineticSniperRifleM1A,"Ranger Rifle"
ulmGunKineticSniperRifleM1ADesc,"Whilst antiquated and discontinued multiple decades ago, it was in service for a long time due to it's ease of use and reliability."
ulmGunKineticSniperRifleM82,"HSR-82"
ulmGunKineticSniperRifleM82Desc,"Large caliber semi-automatic marksman rifle designed to provide precise long-range support."
ulmGunKineticSniperRifleSRD63,"LDR-63"
ulmGunKineticSniperRifleSRD63Desc,"Semi-automatic marksman rifle designed to provide precise long-range support."
ulmGunKineticUMP,"UMP"
ulmGunKineticUMPDesc,"Small, affordable and compact Light Submachine Gun also known as the successor of LSG-5."
ulmGunPlasmaPistol,"Plasma Pistol"
ulmGunPlasmaPistolDesc,"No Description"
ulmGunPlasmaSubMachineGun,"Plasma SMG"
ulmGunPlasmaSubMachineGunDesc,"Exceptional stopping power at your fingertips!"
ulmGunPulseLaserPistolBlack,"Pulse Laser Pistol"
ulmGunPulseLaserPistolBlackDesc,"No Description"
ulmMeleeAxeCrudeIron,"Crude Axe"
ulmMeleeAxeCrudeIronDesc,"[decea3]+200%[-] more damage to trees."
ulmMeleeAxeScrapIron,"Scrap Axe"
ulmMeleeAxeScrapIronDesc,"[decea3]+200%[-] more damage to trees. Sharp bits of Scrap Iron cobbled together to form an axe shape. Decent for cutting wood."
ulmMeleeAxeSpinebiter,"Spinebiter Axe"
ulmMeleeAxeSpinebiterDesc,"[decea3]+200%[-] more damage to trees\n[decea3]+50%[-] more damage to Undead"
ulmMeleeAxeTitanium,"Titanium Axe"
ulmMeleeAxeTitaniumDesc,"[decea3]+200%[-] more damage to trees."
ulmMeleeBatonPrimitiveBaton,"Primitive Baton"
ulmMeleeBatonPrimitiveBatonDesc,"Makeshift Baton made out of some rope, sticks, wood and stone."
ulmMeleeBatonScrapBaton,"Scrap Baton"
ulmMeleeBatonScrapBatonDesc,"Makeshift Baton made out of junk."
ulmMeleeBatonPoliceBaton,"Police Baton"
ulmMeleeBatonPoliceBatonDesc,"Standard issue police baton with an iron core, covered with a rubberized plastic outer shell."
ulmMeleeBatonPoliceBatonWithBlade,"Modified Police Baton"
ulmMeleeBatonPoliceBatonWithBladeDesc,"Someone has modified this police baton with additional stopping power."
ulmMeleeBatonStunArcFlow,"Electric Flow Stun Baton"
ulmMeleeBatonStunArcFlowDesc,"Crowd control Stun Baton with constant Electric Flow."
ulmMeleeBatonStunClub,"Stun Club Baton"
ulmMeleeBatonStunClubDesc,"A police baton with electric stunner at the tip for crowd control."
ulmMeleeBladeChitinSaber,"Chitin Saber"
ulmMeleeBladeChitinSaberDesc,"A dagger made out of Chitin"
ulmMeleeBladeKnifeBrush,"Painter's Indignation"
ulmMeleeBladeKnifeBrushDesc,"Repurposed Brush handle with an attached iron blade from a metal dagger."
ulmMeleeBladeFoldingKnife,"Pocket Knife"
ulmMeleeBladeFoldingKnifeDesc,"Small folding pocket knife. Light and easy to carry around, but doesn't do much damage."
ulmMeleeBladeElectro,"Electro Blade"
ulmMeleeBladeElectroDesc,"Invention of small and portable power cells allowed creation of this high voltage blade, that can charge up its coils and occasionally deal extra electric shock stun to its targets."
ulmMeleeBladeElectroSaber,"Electro Saber"
ulmMeleeBladeElectroSaberDesc,"Features two large coils, that charge up and once fully charged, can discharge high current pulse stunning targets on impact."
ulmMeleeBladeInferno,"Inferno Blade"
ulmMeleeBladeInfernoDesc,"Invention of small and portable power cells allowed creation of this heated blade. The built in power source constantly maintains its temperature and needs to be replaced every 25 years."
ulmMeleeBladeKatana,"Steel Katana"
ulmMeleeBladeKatanaDesc,"A specialized curved, single-edged bladed sword with a circular guard and long grip for two handed wield."
ulmMeleeBladeKatanaScrapIron,"Scrap Katana"
ulmMeleeBladeKatanaScrapIronDesc,"It sort of looks like a Katana, at least it's close enough considering it's a mishmash of some metal scraps."
ulmMeleeBladeKatanaTitanium,"Titanium Katana"
ulmMeleeBladeKatanaTitaniumDesc,"A specialized curved, single-edged bladed sword with a circular guard and long grip for two handed wield."
ulmMeleeBladeKatanaThermal,"Thermal Katana"
ulmMeleeBladeKatanaThermalDesc,"A specialized sword with thermally heated single-edged blade, a minimalistic guard and long grip for two handed wield. The built in power source constantly maintains its temperature and needs to be replaced every 25 years."
ulmMeleeBladeKnifeCleaverIron,"Cleaver"
ulmMeleeBladeKnifeCleaverIronDesc,"Tool often used to split up large pieces of soft bones and thick pieces of meat."
ulmMeleeBladeKnifeCleaverRusty,"Rusty Cleaver"
ulmMeleeBladeKnifeCleaverRustyDesc,"It has seen some better days and the blade has some serious corrosion damage."
ulmMeleeBladeKnifeCombatIron,"Iron Combat Knife"
ulmMeleeBladeKnifeCombatIronDesc,"Big brother of Hunting Knife used in the military."
ulmMeleeBladeKnifeCombatSteel,"Steel Combat Knife"
ulmMeleeBladeKnifeCombatSteelDesc,"Heavy duty Combat Knife mostly used by the military."
ulmMeleeBladeKnifeKunai,"Iron Knife"
ulmMeleeBladeKnifeKunaiDesc,"Simple double-edged cast iron knife with grip wrapped around in some cloth."
ulmMeleeBladeKnifeScrapIron,"Scrap Knife"
ulmMeleeBladeKnifeScrapIronDesc,"A sharp piece of scrap metal embellished with some unnecessary junk that doesn't make it any sharper."
ulmMeleeBladeKnifeTitanium,"Titanium Knife"
ulmMeleeBladeKnifeTitaniumDesc,"Cut from solid plate of Titanium, most durable and light weight Knife you can get."
ulmMeleeBladeMacheteIron,"Iron Machete"
ulmMeleeBladeMacheteIronDesc,"A broad and heavy knife, that can be used as a weapon or tool in clearing dense jungle vegetation."
ulmMeleeBladeMacheteSteel,"Steel Machete"
ulmMeleeBladeMacheteSteelDesc,"A broad and heavy knife, that can be used as a weapon or tool in clearing dense jungle vegetation."
ulmMeleeBladeMacheteTitanium,"Titanium Machete"
ulmMeleeBladeMacheteTitaniumDesc,"A broad and heavy knife, that can be used as a weapon or tool in clearing dense jungle vegetation."
ulmMeleeBladeMisshapedJunkBlade,"Misshaped Junk Blade"
ulmMeleeBladeMisshapedJunkBladeDesc,"A result when you don't know what you are doing, but you manage to create something, that's kind of usable?"
ulmMeleeBladeSaw,"Saw Blade"
ulmMeleeBladeSawDesc,"This toothed blade resembles more a saw than a sword."
ulmMeleeBladeRex,"Jonah's Rex Blade"
ulmMeleeBladeRexDesc,"Some claim, that this could be the toothed blade weapon used by the one and only wasteland warrior Jonah the fearless, master of stamina."
ulmMeleeBladeSwordScrap,"Scrap Sword"
ulmMeleeBladeSwordScrapDesc,"A sword made out of some scrap metal."
ulmMeleeBladeSwordIron,"Iron Sword"
ulmMeleeBladeSwordIronDesc,"Double-edged sword made out of iron with a small handguard and grip for one handed wielding."
